Border,Date,Measure,Value,Average
US-Canada Border,12/01/2003 12:00:00 AM,Bus Passengers,15,2502
US-Canada Border,12/01/2003 12:00:00 AM,Buses,8,118
US-Canada Border,12/01/2003 12:00:00 AM,Truck Containers Full,0,4430
US-Canada Border,12/01/2003 12:00:00 AM,Trains,0,30
US-Mexico Border,12/01/2003 12:00:00 AM,Rail Containers Full,0,189
US-Canada Border,12/01/2003 12:00:00 AM,Rail Containers Full,0,1238
US-Mexico Border,12/01/2003 12:00:00 AM,Rail Containers Empty,0,346
US-Canada Border,12/01/2003 12:00:00 AM,Rail Containers Empty,0,403
US-Canada Border,12/01/2003 12:00:00 AM,Personal Vehicles,0,23091
US-Canada Border,12/01/2003 12:00:00 AM,Pedestrians,0,376
US-Mexico Border,12/01/2002 12:00:00 AM,Personal Vehicle Passengers,1032418,1260713
US-Mexico Border,12/01/2002 12:00:00 AM,Pedestrians,116619,177338
US-Mexico Border,12/01/2002 12:00:00 AM,Personal Vehicles,68435,164921
US-Canada Border,12/01/2002 12:00:00 AM,Trucks,14533,20879
US-Canada Border,12/01/2002 12:00:00 AM,Personal Vehicles,14346,43584
US-Mexico Border,12/01/2002 12:00:00 AM,Truck Containers Empty,10394,12224
US-Mexico Border,12/01/2002 12:00:00 AM,Buses,8722,9165
US-Canada Border,12/01/2002 12:00:00 AM,Personal Vehicle Passengers,4361,63126
US-Mexico Border,12/01/2002 12:00:00 AM,Bus Passengers,320,4639
US-Mexico Border,12/01/2002 12:00:00 AM,Truck Containers Full,270,2544
US-Mexico Border,12/01/2002 12:00:00 AM,Trucks,166,4134
US-Canada Border,12/01/2002 12:00:00 AM,Truck Containers Full,86,5208
US-Canada Border,12/01/2002 12:00:00 AM,Truck Containers Empty,77,952
US-Canada Border,12/01/2002 12:00:00 AM,Trains,5,32
US-Mexico Border,12/01/2002 12:00:00 AM,Trains,0,7
US-Mexico Border,12/01/2002 12:00:00 AM,Train Passengers,0,12
US-Canada Border,12/01/2002 12:00:00 AM,Train Passengers,0,173
US-Mexico Border,12/01/2002 12:00:00 AM,Rail Containers Full,0,237
US-Canada Border,12/01/2002 12:00:00 AM,Rail Containers Full,0,1383
US-Mexico Border,12/01/2002 12:00:00 AM,Rail Containers Empty,0,354
US-Canada Border,12/01/2002 12:00:00 AM,Rail Containers Empty,0,438
US-Canada Border,12/01/2002 12:00:00 AM,Pedestrians,0,618
US-Canada Border,12/01/2002 12:00:00 AM,Buses,0,123
US-Canada Border,12/01/2002 12:00:00 AM,Bus Passengers,0,3081
US-Mexico Border,12/01/2001 12:00:00 AM,Personal Vehicle Passengers,1066676,1327320
US-Mexico Border,12/01/2001 12:00:00 AM,Personal Vehicles,129011,232849
US-Canada Border,12/01/2001 12:00:00 AM,Personal Vehicles,10203,40945
US-Mexico Border,12/01/2001 12:00:00 AM,Pedestrians,5441,69909
US-Canada Border,12/01/2001 12:00:00 AM,Truck Containers Full,997,6304
US-Canada Border,12/01/2001 12:00:00 AM,Personal Vehicle Passengers,724,63440
US-Canada Border,12/01/2001 12:00:00 AM,Trucks,480,6896
US-Canada Border,12/01/2001 12:00:00 AM,Bus Passengers,427,3399
US-Mexico Border,12/01/2001 12:00:00 AM,Truck Containers Full,259,2650
US-Mexico Border,12/01/2001 12:00:00 AM,Bus Passengers,120,4564
US-Canada Border,12/01/2001 12:00:00 AM,Truck Containers Empty,35,1016
US-Mexico Border,12/01/2001 12:00:00 AM,Trucks,0,4535
US-Mexico Border,12/01/2001 12:00:00 AM,Truck Containers Empty,0,2135
US-Mexico Border,12/01/2001 12:00:00 AM,Trains,0,8
US-Canada Border,12/01/2001 12:00:00 AM,Trains,0,36
US-Mexico Border,12/01/2001 12:00:00 AM,Train Passengers,0,17
US-Canada Border,12/01/2001 12:00:00 AM,Train Passengers,0,237
US-Mexico Border,12/01/2001 12:00:00 AM,Rail Containers Full,0,261
US-Canada Border,12/01/2001 12:00:00 AM,Rail Containers Full,0,1356
US-Mexico Border,12/01/2001 12:00:00 AM,Rail Containers Empty,0,419
US-Canada Border,12/01/2001 12:00:00 AM,Rail Containers Empty,0,456
US-Canada Border,12/01/2001 12:00:00 AM,Pedestrians,0,387
US-Mexico Border,12/01/2001 12:00:00 AM,Buses,0,342
US-Canada Border,12/01/2001 12:00:00 AM,Buses,0,118
US-Mexico Border,12/01/2000 12:00:00 AM,Personal Vehicle Passengers,809499,1172929
US-Mexico Border,12/01/2000 12:00:00 AM,Personal Vehicles,422067,563802
US-Canada Border,12/01/2000 12:00:00 AM,Personal Vehicle Passengers,36159,136733
US-Canada Border,12/01/2000 12:00:00 AM,Personal Vehicles,16932,59469
US-Mexico Border,12/01/2000 12:00:00 AM,Truck Containers Empty,3382,5979
US-Canada Border,12/01/2000 12:00:00 AM,Rail Containers Empty,3350,3861
US-Canada Border,12/01/2000 12:00:00 AM,Trucks,2751,10850
US-Mexico Border,12/01/2000 12:00:00 AM,Trucks,2074,7679
US-Mexico Border,12/01/2000 12:00:00 AM,Truck Containers Full,1329,4268
US-Mexico Border,12/01/2000 12:00:00 AM,Bus Passengers,895,5237
US-Canada Border,12/01/2000 12:00:00 AM,Bus Passengers,680,5549
US-Mexico Border,12/01/2000 12:00:00 AM,Pedestrians,350,79249
US-Mexico Border,12/01/2000 12:00:00 AM,Train Passengers,112,135
US-Mexico Border,12/01/2000 12:00:00 AM,Trains,57,67
US-Canada Border,12/01/2000 12:00:00 AM,Trains,48,93
US-Canada Border,12/01/2000 12:00:00 AM,Truck Containers Empty,26,1055
US-Mexico Border,12/01/2000 12:00:00 AM,Buses,2,424
US-Canada Border,12/01/2000 12:00:00 AM,Buses,1,188
US-Canada Border,12/01/2000 12:00:00 AM,Truck Containers Full,0,6066
US-Canada Border,12/01/2000 12:00:00 AM,Train Passengers,0,307
US-Mexico Border,12/01/2000 12:00:00 AM,Rail Containers Full,0,287
US-Canada Border,12/01/2000 12:00:00 AM,Rail Containers Full,0,1557
US-Mexico Border,12/01/2000 12:00:00 AM,Rail Containers Empty,0,425
US-Canada Border,12/01/2000 12:00:00 AM,Pedestrians,0,765
US-Mexico Border,12/01/1999 12:00:00 AM,Personal Vehicle Passengers,507449,974000
US-Mexico Border,12/01/1999 12:00:00 AM,Pedestrians,44416,138482
US-Mexico Border,12/01/1999 12:00:00 AM,Personal Vehicles,31225,199845
US-Mexico Border,12/01/1999 12:00:00 AM,Truck Containers Full,28401,32994
US-Canada Border,12/01/1999 12:00:00 AM,Trucks,11356,22909
US-Mexico Border,12/01/1999 12:00:00 AM,Truck Containers Empty,11177,14794
US-Mexico Border,12/01/1999 12:00:00 AM,Bus Passengers,10192,15012
US-Canada Border,12/01/1999 12:00:00 AM,Truck Containers Full,9509,18345
US-Mexico Border,12/01/1999 12:00:00 AM,Trucks,7941,15620
US-Mexico Border,12/01/1999 12:00:00 AM,Rail Containers Empty,4231,4915
US-Canada Border,12/01/1999 12:00:00 AM,Personal Vehicles,3598,61253
US-Canada Border,12/01/1999 12:00:00 AM,Personal Vehicle Passengers,2153,130415
US-Mexico Border,12/01/1999 12:00:00 AM,Buses,1541,2073
US-Canada Border,12/01/1999 12:00:00 AM,Truck Containers Empty,1061,2460
US-Mexico Border,12/01/1999 12:00:00 AM,Trains,18,29
US-Canada Border,12/01/1999 12:00:00 AM,Buses,3,225
US-Canada Border,12/01/1999 12:00:00 AM,Trains,0,54
US-Mexico Border,12/01/1999 12:00:00 AM,Train Passengers,0,22
US-Canada Border,12/01/1999 12:00:00 AM,Train Passengers,0,348
US-Mexico Border,12/01/1999 12:00:00 AM,Rail Containers Full,0,382
US-Canada Border,12/01/1999 12:00:00 AM,Rail Containers Full,0,1960
US-Canada Border,12/01/1999 12:00:00 AM,Rail Containers Empty,0,549
US-Canada Border,12/01/1999 12:00:00 AM,Pedestrians,0,870
US-Canada Border,12/01/1999 12:00:00 AM,Bus Passengers,0,4997
US-Mexico Border,12/01/1998 12:00:00 AM,Personal Vehicle Passengers,3635985,4302690
US-Mexico Border,12/01/1998 12:00:00 AM,Personal Vehicles,98733,309789
US-Canada Border,12/01/1998 12:00:00 AM,Personal Vehicle Passengers,49350,219390
US-Mexico Border,12/01/1998 12:00:00 AM,Bus Passengers,26500,35533
US-Mexico Border,12/01/1998 12:00:00 AM,Pedestrians,22069,156900
US-Mexico Border,12/01/1998 12:00:00 AM,Truck Containers Empty,2426,6727
US-Canada Border,12/01/1998 12:00:00 AM,Personal Vehicles,1289,74065
US-Canada Border,12/01/1998 12:00:00 AM,Rail Containers Full,1059,3567
US-Canada Border,12/01/1998 12:00:00 AM,Bus Passengers,862,6916
US-Mexico Border,12/01/1998 12:00:00 AM,Truck Containers Full,107,4603
US-Canada Border,12/01/1998 12:00:00 AM,Trucks,76,14091
US-Mexico Border,12/01/1998 12:00:00 AM,Trains,48,63
US-Canada Border,12/01/1998 12:00:00 AM,Truck Containers Full,36,11104
US-Mexico Border,12/01/1998 12:00:00 AM,Buses,35,700
US-Mexico Border,12/01/1998 12:00:00 AM,Trucks,11,9340
US-Canada Border,12/01/1998 12:00:00 AM,Pedestrians,3,1099
US-Canada Border,12/01/1998 12:00:00 AM,Truck Containers Empty,0,1726
US-Canada Border,12/01/1998 12:00:00 AM,Trains,0,74
US-Mexico Border,12/01/1998 12:00:00 AM,Train Passengers,0,31
US-Canada Border,12/01/1998 12:00:00 AM,Train Passengers,0,476
US-Mexico Border,12/01/1998 12:00:00 AM,Rail Containers Full,0,466
US-Mexico Border,12/01/1998 12:00:00 AM,Rail Containers Empty,0,516
US-Canada Border,12/01/1998 12:00:00 AM,Rail Containers Empty,0,711
US-Canada Border,12/01/1998 12:00:00 AM,Buses,0,297
US-Mexico Border,12/01/1997 12:00:00 AM,Personal Vehicle Passengers,1712633,2644474
US-Mexico Border,12/01/1997 12:00:00 AM,Pedestrians,442886,654257
US-Mexico Border,12/01/1997 12:00:00 AM,Personal Vehicles,95444,418993
US-Mexico Border,12/01/1997 12:00:00 AM,Truck Containers Full,42780,51092
US-Mexico Border,12/01/1997 12:00:00 AM,Bus Passengers,25942,37411
US-Canada Border,12/01/1997 12:00:00 AM,Personal Vehicle Passengers,6541,274440
US-Mexico Border,12/01/1997 12:00:00 AM,Trucks,5977,19568
US-Canada Border,12/01/1997 12:00:00 AM,Personal Vehicles,2391,116531
US-Canada Border,12/01/1997 12:00:00 AM,Truck Containers Empty,943,3059
US-Mexico Border,12/01/1997 12:00:00 AM,Buses,531,1551
US-Mexico Border,12/01/1997 12:00:00 AM,Truck Containers Empty,433,6739
US-Canada Border,12/01/1997 12:00:00 AM,Bus Passengers,84,13726
US-Canada Border,12/01/1997 12:00:00 AM,Trains,45,168
US-Canada Border,12/01/1997 12:00:00 AM,Pedestrians,11,1386
US-Mexico Border,12/01/1997 12:00:00 AM,Train Passengers,8,30
US-Canada Border,12/01/1997 12:00:00 AM,Buses,4,431
US-Canada Border,12/01/1997 12:00:00 AM,Trucks,1,19638
US-Canada Border,12/01/1997 12:00:00 AM,Truck Containers Full,0,11742
US-Mexico Border,12/01/1997 12:00:00 AM,Trains,0,18
US-Canada Border,12/01/1997 12:00:00 AM,Train Passengers,0,739
US-Mexico Border,12/01/1997 12:00:00 AM,Rail Containers Full,0,439
US-Canada Border,12/01/1997 12:00:00 AM,Rail Containers Full,0,3077
US-Mexico Border,12/01/1997 12:00:00 AM,Rail Containers Empty,0,709
US-Canada Border,12/01/1997 12:00:00 AM,Rail Containers Empty,0,936
US-Mexico Border,12/01/1996 12:00:00 AM,Personal Vehicle Passengers,157210,1370593
US-Mexico Border,12/01/1996 12:00:00 AM,Pedestrians,123768,373390
US-Mexico Border,12/01/1996 12:00:00 AM,Personal Vehicles,31218,466962
US-Mexico Border,12/01/1996 12:00:00 AM,Trucks,20508,47998
US-Mexico Border,12/01/1996 12:00:00 AM,Truck Containers Empty,1801,11250
US-Canada Border,12/01/1996 12:00:00 AM,Personal Vehicles,746,256443
US-Canada Border,12/01/1996 12:00:00 AM,Personal Vehicle Passengers,700,651590
US-Canada Border,12/01/1996 12:00:00 AM,Trucks,587,38099
US-Mexico Border,12/01/1996 12:00:00 AM,Truck Containers Full,440,11289
US-Canada Border,12/01/1996 12:00:00 AM,Train Passengers,101,1382
US-Mexico Border,12/01/1996 12:00:00 AM,Trains,55,131
US-Mexico Border,12/01/1996 12:00:00 AM,Buses,19,933
US-Canada Border,12/01/1996 12:00:00 AM,Trains,18,247
US-Canada Border,12/01/1996 12:00:00 AM,Truck Containers Full,0,8302
US-Canada Border,12/01/1996 12:00:00 AM,Truck Containers Empty,0,1748
US-Mexico Border,12/01/1996 12:00:00 AM,Train Passengers,0,81
US-Mexico Border,12/01/1996 12:00:00 AM,Rail Containers Full,0,1113
US-Canada Border,12/01/1996 12:00:00 AM,Rail Containers Full,0,2146
US-Mexico Border,12/01/1996 12:00:00 AM,Rail Containers Empty,0,1361
US-Canada Border,12/01/1996 12:00:00 AM,Rail Containers Empty,0,951
US-Canada Border,12/01/1996 12:00:00 AM,Pedestrians,0,1495
US-Canada Border,12/01/1996 12:00:00 AM,Buses,0,988
US-Mexico Border,12/01/1996 12:00:00 AM,Bus Passengers,0,32900
US-Canada Border,12/01/1996 12:00:00 AM,Bus Passengers,0,20915
US-Mexico Border,11/01/2018 12:00:00 AM,Personal Vehicles,578932,603248
US-Mexico Border,11/01/2018 12:00:00 AM,Personal Vehicle Passengers,77368,119219
US-Mexico Border,11/01/2018 12:00:00 AM,Trucks,70739,72951
US-Mexico Border,11/01/2018 12:00:00 AM,Rail Containers Full,21735,21966
US-Mexico Border,11/01/2018 12:00:00 AM,Pedestrians,13013,27513
US-Canada Border,11/01/2018 12:00:00 AM,Rail Containers Full,9357,9987
US-Mexico Border,11/01/2018 12:00:00 AM,Rail Containers Empty,6159,6382
US-Mexico Border,11/01/2018 12:00:00 AM,Bus Passengers,4358,4925
US-Mexico Border,11/01/2018 12:00:00 AM,Truck Containers Full,2876,4310
US-Mexico Border,11/01/2018 12:00:00 AM,Truck Containers Empty,1469,2025
US-Canada Border,11/01/2018 12:00:00 AM,Rail Containers Empty,614,832
US-Canada Border,11/01/2018 12:00:00 AM,Personal Vehicle Passengers,340,13200
US-Mexico Border,11/01/2018 12:00:00 AM,Trains,287,292
US-Mexico Border,11/01/2018 12:00:00 AM,Train Passengers,272,277
US-Canada Border,11/01/2018 12:00:00 AM,Truck Containers Full,169,1480
US-Canada Border,11/01/2018 12:00:00 AM,Personal Vehicles,164,7222
US-Canada Border,11/01/2018 12:00:00 AM,Truck Containers Empty,108,574
US-Canada Border,11/01/2018 12:00:00 AM,Train Passengers,34,77
US-Canada Border,11/01/2018 12:00:00 AM,Trains,21,28
US-Canada Border,11/01/2018 12:00:00 AM,Bus Passengers,21,406
US-Canada Border,11/01/2018 12:00:00 AM,Trucks,13,1753
US-Mexico Border,11/01/2018 12:00:00 AM,Buses,13,62
US-Canada Border,11/01/2018 12:00:00 AM,Pedestrians,10,88
US-Canada Border,11/01/2018 12:00:00 AM,Buses,6,23
US-Mexico Border,11/01/2017 12:00:00 AM,Personal Vehicle Passengers,820904,869564
US-Canada Border,11/01/2017 12:00:00 AM,Personal Vehicle Passengers,120937,135255
US-Mexico Border,11/01/2017 12:00:00 AM,Personal Vehicles,96519,121197
US-Mexico Border,11/01/2017 12:00:00 AM,Pedestrians,22630,37399
US-Mexico Border,11/01/2017 12:00:00 AM,Truck Containers Full,12020,13432
US-Mexico Border,11/01/2017 12:00:00 AM,Rail Containers Empty,5437,5645
US-Canada Border,11/01/2017 12:00:00 AM,Bus Passengers,5001,5427
US-Canada Border,11/01/2017 12:00:00 AM,Trucks,3285,5179
US-Mexico Border,11/01/2017 12:00:00 AM,Bus Passengers,3213,3751
US-Mexico Border,11/01/2017 12:00:00 AM,Rail Containers Full,2573,2741
US-Mexico Border,11/01/2017 12:00:00 AM,Trucks,2432,4401
US-Mexico Border,11/01/2017 12:00:00 AM,Truck Containers Empty,713,1292
US-Canada Border,11/01/2017 12:00:00 AM,Personal Vehicles,586,8230
US-Mexico Border,11/01/2017 12:00:00 AM,Buses,190,243
US-Canada Border,11/01/2017 12:00:00 AM,Truck Containers Full,174,1577
US-Canada Border,11/01/2017 12:00:00 AM,Rail Containers Empty,57,302
US-Canada Border,11/01/2017 12:00:00 AM,Truck Containers Empty,48,566
US-Canada Border,11/01/2017 12:00:00 AM,Rail Containers Full,47,609
US-Canada Border,11/01/2017 12:00:00 AM,Train Passengers,45,97
US-Canada Border,11/01/2017 12:00:00 AM,Pedestrians,41,118
US-Mexico Border,11/01/2017 12:00:00 AM,Train Passengers,34,37
US-Mexico Border,11/01/2017 12:00:00 AM,Trains,30,34
US-Canada Border,11/01/2017 12:00:00 AM,Buses,9,28
US-Canada Border,11/01/2017 12:00:00 AM,Trains,0,7
US-Mexico Border,11/01/2016 12:00:00 AM,Personal Vehicles,330583,356703
US-Mexico Border,11/01/2016 12:00:00 AM,Personal Vehicle Passengers,66850,113103
US-Mexico Border,11/01/2016 12:00:00 AM,Truck Containers Full,57235,58820
US-Canada Border,11/01/2016 12:00:00 AM,Truck Containers Full,9796,11447
US-Mexico Border,11/01/2016 12:00:00 AM,Rail Containers Full,4188,4371
US-Mexico Border,11/01/2016 12:00:00 AM,Trucks,2523,4502
US-Mexico Border,11/01/2016 12:00:00 AM,Pedestrians,2361,17025
US-Mexico Border,11/01/2016 12:00:00 AM,Truck Containers Empty,1778,2385
US-Canada Border,11/01/2016 12:00:00 AM,Trucks,522,2495
US-Mexico Border,11/01/2016 12:00:00 AM,Rail Containers Empty,445,618
US-Canada Border,11/01/2016 12:00:00 AM,Personal Vehicle Passengers,350,14373
US-Mexico Border,11/01/2016 12:00:00 AM,Buses,246,301
US-Canada Border,11/01/2016 12:00:00 AM,Trains,203,214
US-Canada Border,11/01/2016 12:00:00 AM,Personal Vehicles,164,8251
US-Canada Border,11/01/2016 12:00:00 AM,Rail Containers Full,116,653
US-Canada Border,11/01/2016 12:00:00 AM,Truck Containers Empty,111,492
US-Canada Border,11/01/2016 12:00:00 AM,Buses,105,128
US-Canada Border,11/01/2016 12:00:00 AM,Rail Containers Empty,31,251
US-Mexico Border,11/01/2016 12:00:00 AM,Bus Passengers,30,625
US-Mexico Border,11/01/2016 12:00:00 AM,Trains,21,25
US-Mexico Border,11/01/2016 12:00:00 AM,Train Passengers,21,25
US-Canada Border,11/01/2016 12:00:00 AM,Train Passengers,0,51
US-Canada Border,11/01/2016 12:00:00 AM,Pedestrians,0,85
US-Canada Border,11/01/2016 12:00:00 AM,Bus Passengers,0,463
US-Mexico Border,11/01/2015 12:00:00 AM,Personal Vehicle Passengers,933124,985911
US-Mexico Border,11/01/2015 12:00:00 AM,Pedestrians,280994,297099
US-Mexico Border,11/01/2015 12:00:00 AM,Truck Containers Full,118650,120475
US-Canada Border,11/01/2015 12:00:00 AM,Personal Vehicle Passengers,42104,57197
US-Mexico Border,11/01/2015 12:00:00 AM,Personal Vehicles,35833,62269
US-Canada Border,11/01/2015 12:00:00 AM,Personal Vehicles,10501,19183
US-Canada Border,11/01/2015 12:00:00 AM,Rail Containers Full,1226,1781
US-Mexico Border,11/01/2015 12:00:00 AM,Truck Containers Empty,657,1206
US-Canada Border,11/01/2015 12:00:00 AM,Truck Containers Full,337,1949
US-Canada Border,11/01/2015 12:00:00 AM,Buses,61,85
US-Mexico Border,11/01/2015 12:00:00 AM,Trucks,0,1890
US-Canada Border,11/01/2015 12:00:00 AM,Trucks,0,2044
US-Canada Border,11/01/2015 12:00:00 AM,Truck Containers Empty,0,393
US-Mexico Border,11/01/2015 12:00:00 AM,Trains,0,4
US-Canada Border,11/01/2015 12:00:00 AM,Trains,0,11
US-Mexico Border,11/01/2015 12:00:00 AM,Train Passengers,0,1
US-Canada Border,11/01/2015 12:00:00 AM,Train Passengers,0,51
US-Mexico Border,11/01/2015 12:00:00 AM,Rail Containers Full,0,161
US-Mexico Border,11/01/2015 12:00:00 AM,Rail Containers Empty,0,171
US-Canada Border,11/01/2015 12:00:00 AM,Rail Containers Empty,0,227
US-Canada Border,11/01/2015 12:00:00 AM,Pedestrians,0,82
US-Mexico Border,11/01/2015 12:00:00 AM,Buses,0,72
US-Mexico Border,11/01/2015 12:00:00 AM,Bus Passengers,0,779
US-Canada Border,11/01/2015 12:00:00 AM,Bus Passengers,0,485
US-Mexico Border,11/01/2014 12:00:00 AM,Personal Vehicle Passengers,787613,841329
US-Canada Border,11/01/2014 12:00:00 AM,Personal Vehicle Passengers,779839,802094
US-Mexico Border,11/01/2014 12:00:00 AM,Personal Vehicles,43084,69867
US-Mexico Border,11/01/2014 12:00:00 AM,Truck Containers Empty,34342,35031
US-Mexico Border,11/01/2014 12:00:00 AM,Pedestrians,8485,23745
US-Mexico Border,11/01/2014 12:00:00 AM,Rail Containers Empty,4452,4622
US-Mexico Border,11/01/2014 12:00:00 AM,Buses,2275,2362
US-Canada Border,11/01/2014 12:00:00 AM,Pedestrians,1582,1672
US-Canada Border,11/01/2014 12:00:00 AM,Truck Containers Empty,1168,1637
US-Canada Border,11/01/2014 12:00:00 AM,Personal Vehicles,977,11376
US-Canada Border,11/01/2014 12:00:00 AM,Trucks,488,2523
US-Canada Border,11/01/2014 12:00:00 AM,Truck Containers Full,124,1670
US-Canada Border,11/01/2014 12:00:00 AM,Train Passengers,6,61
US-Canada Border,11/01/2014 12:00:00 AM,Buses,6,35
US-Mexico Border,11/01/2014 12:00:00 AM,Trucks,0,1891
US-Mexico Border,11/01/2014 12:00:00 AM,Truck Containers Full,0,1344
US-Mexico Border,11/01/2014 12:00:00 AM,Trains,0,4
US-Canada Border,11/01/2014 12:00:00 AM,Trains,0,10
US-Mexico Border,11/01/2014 12:00:00 AM,Train Passengers,0,4
US-Mexico Border,11/01/2014 12:00:00 AM,Rail Containers Full,0,173
US-Canada Border,11/01/2014 12:00:00 AM,Rail Containers Full,0,552
US-Canada Border,11/01/2014 12:00:00 AM,Rail Containers Empty,0,280
US-Mexico Border,11/01/2014 12:00:00 AM,Bus Passengers,0,913
US-Canada Border,11/01/2014 12:00:00 AM,Bus Passengers,0,624
US-Mexico Border,11/01/2013 12:00:00 AM,Personal Vehicle Passengers,810354,862166
US-Mexico Border,11/01/2013 12:00:00 AM,Personal Vehicles,122438,148885
US-Mexico Border,11/01/2013 12:00:00 AM,Pedestrians,21783,38719
US-Mexico Border,11/01/2013 12:00:00 AM,Bus Passengers,14531,15505
US-Canada Border,11/01/2013 12:00:00 AM,Personal Vehicle Passengers,14172,35973
US-Mexico Border,11/01/2013 12:00:00 AM,Truck Containers Empty,1633,2249
US-Canada Border,11/01/2013 12:00:00 AM,Personal Vehicles,500,12411
US-Mexico Border,11/01/2013 12:00:00 AM,Trains,79,83
US-Canada Border,11/01/2013 12:00:00 AM,Trucks,66,2227
US-Mexico Border,11/01/2013 12:00:00 AM,Train Passengers,20,22
US-Canada Border,11/01/2013 12:00:00 AM,Truck Containers Empty,2,466
US-Mexico Border,11/01/2013 12:00:00 AM,Buses,1,80
US-Mexico Border,11/01/2013 12:00:00 AM,Trucks,0,2003
US-Mexico Border,11/01/2013 12:00:00 AM,Truck Containers Full,0,1384
US-Canada Border,11/01/2013 12:00:00 AM,Truck Containers Full,0,1557
US-Canada Border,11/01/2013 12:00:00 AM,Trains,0,12
US-Canada Border,11/01/2013 12:00:00 AM,Train Passengers,0,56
US-Mexico Border,11/01/2013 12:00:00 AM,Rail Containers Full,0,184
US-Canada Border,11/01/2013 12:00:00 AM,Rail Containers Full,0,633
